Product_ID,Sale_Date,Sales_Rep,Region,Region_and_Sales_Rep,Product_Category,Unit_Cost,Unit_Price,Quantity_Sold,Sales_Amount,Discount,Customer_Type,Payment_Method,Sales_Channel
1002,11-04-2023,Bob,North,North-Bob,Food,914.22,971.57,21,1942.75,0.14,Returning,Cash,Online
1053,12-12-2023,Alice,South,South-Alice,Electronics,3551.76,3696.1,47,3382.49,0.15,Returning,Bank Transfer,Retail
1044,20-04-2023,Charlie,West,West-Charlie,Food,3573.3,3740.13,34,8564.8,0.01,Returning,Credit Card,Online
1090,01-07-2023,David,North,North-David,Furniture,4496.86,4880.8,31,2150.05,0.06,New,Cash,Retail
1032,09-11-2023,Bob,East,East-Bob,Electronics,2934.3,3337.4,25,804.47,0.25,Returning,Credit Card,Retail
1070,01-01-2023,Eve,South,South-Eve,Furniture,664.33,863.03,12,783.18,0.25,Returning,Bank Transfer,Retail
1032,15-11-2023,Alice,West,West-Alice,Food,651,865.76,1,9413.77,0.09,Returning,Bank Transfer,Retail
1068,24-02-2023,Bob,North,North-Bob,Clothing,3619.61,3651.42,22,5118.51,0.26,Returning,Bank Transfer,Online
1055,29-05-2023,Eve,North,North-Eve,Furniture,959.73,1111.41,40,4153.18,0.23,New,Bank Transfer,Online
1075,05-11-2023,Bob,East,East-Bob,Food,1675.51,1906.64,37,8127.7,0.13,New,Bank Transfer,Online
1056,17-05-2023,David,West,West-David,Furniture,2461.7,2529.02,47,8374.68,0.22,Returning,Cash,Retail
1017,21-07-2023,David,East,East-David,Food,172.59,404.69,1,3388.69,0.29,Returning,Bank Transfer,Online
1038,09-11-2023,David,East,East-David,Food,1281.65,1709.71,1,6966.82,0.14,Returning,Credit Card,Online
1024,27-04-2023,Alice,West,West-Alice,Food,2069.05,2363.9,42,7734.12,0.07,Returning,Cash,Online
1069,03-06-2023,David,West,West-David,Clothing,1434.2,1482.88,42,6581.04,0.28,New,Credit Card,Retail
1098,18-10-2023,Eve,West,West-Eve,Furniture,725.03,828.95,21,1600.79,0.18,New,Bank Transfer,Online
1070,04-03-2023,Bob,South,South-Bob,Electronics,3653.66,3896.19,15,8771.24,0.03,New,Credit Card,Retail
1086,01-09-2023,Charlie,West,West-Charlie,Electronics,4075.08,4262.21,17,5437.04,0.17,New,Cash,Online
1011,25-01-2023,Eve,North,North-Eve,Electronics,1324.52,1510.3,22,2896.48,0.15,Returning,Cash,Retail
1016,31-03-2023,Eve,East,East-Eve,Electronics,3883.38,4152.72,38,4309.76,0.26,Returning,Cash,Online
1097,16-03-2023,David,South,South-David,Food,1958.49,2254.84,35,471.95,0.16,New,Credit Card,Online
1073,21-10-2023,Alice,West,West-Alice,Furniture,2558.09,2958.55,45,1365.88,0.08,New,Cash,Online
1059,29-07-2023,Bob,South,South-Bob,Furniture,4287.21,4464.28,16,7678.91,0.2,Returning,Credit Card,Retail
1070,13-12-2023,Alice,West,West-Alice,Clothing,3762.27,4166.95,8,100.12,0.16,Returning,Bank Transfer,Online
1080,17-01-2023,Bob,South,South-Bob,Furniture,4035.33,4211.25,47,4224,0.07,Returning,Bank Transfer,Online
1093,08-05-2023,Bob,East,East-Bob,Furniture,727.38,764.54,17,5272.85,0.17,Returning,Credit Card,Retail
1003,30-12-2023,Alice,East,East-Alice,Furniture,395.11,676.66,17,640.88,0.25,Returning,Cash,Retail
1020,08-09-2023,Eve,North,North-Eve,Clothing,4472.35,4770.42,26,9733.47,0.01,New,Credit Card,Retail
1059,28-06-2023,Bob,North,North-Bob,Electronics,1969.78,2437.7,13,2338.64,0.19,New,Credit Card,Retail
1036,01-07-2023,Alice,West,West-Alice,Furniture,1475,1840.77,17,3111.57,0.1,Returning,Credit Card,Online
1019,01-06-2023,Bob,East,East-Bob,Clothing,3637.25,4096.96,38,3109.03,0.09,Returning,Bank Transfer,Online
1090,25-01-2023,Charlie,South,South-Charlie,Clothing,4190.26,4645.35,17,2381.12,0.12,New,Credit Card,Retail
1067,29-06-2023,Eve,South,South-Eve,Food,4319.32,4625.56,48,114.59,0.1,Returning,Bank Transfer,Online
1019,17-07-2023,David,South,South-David,Clothing,1614.19,1882.79,14,7320.51,0.25,New,Credit Card,Retail
1020,10-12-2023,Bob,North,North-Bob,Electronics,4268.45,4551.6,45,9671.77,0.08,New,Bank Transfer,Online
1096,10-06-2023,Charlie,South,South-Charlie,Furniture,252.62,742,6,2320.51,0.22,New,Credit Card,Retail
1071,26-06-2023,David,North,North-David,Clothing,295.82,684.67,35,6664.17,0.03,New,Credit Card,Online
1052,12-10-2023,David,North,North-David,Electronics,3136.42,3198.49,46,7444.77,0.29,Returning,Cash,Retail
1033,04-03-2023,Bob,West,West-Bob,Clothing,362.38,753.81,14,8499.41,0.19,Returning,Cash,Retail
1040,30-05-2023,Alice,South,South-Alice,Clothing,1656.82,1750.38,47,4284.03,0.21,New,Credit Card,Online
1039,03-06-2023,Bob,South,South-Bob,Clothing,3380.14,3609.34,8,3099.02,0.09,Returning,Credit Card,Online
1082,05-06-2023,Charlie,East,East-Charlie,Clothing,1719.47,1832.6,15,3320.42,0.12,Returning,Credit Card,Online
1001,18-02-2023,David,West,West-David,Clothing,939.02,1286.92,27,7154.95,0.07,Returning,Credit Card,Retail
1011,03-12-2023,Bob,East,East-Bob,Electronics,1442.69,1882.57,13,8186.12,0.28,Returning,Cash,Online
1092,25-03-2023,Alice,West,West-Alice,Furniture,2315,2467.28,49,1897.98,0.15,New,Bank Transfer,Retail
1057,27-12-2023,Bob,South,South-Bob,Furniture,2403.16,2453.35,31,3772.32,0.19,Returning,Credit Card,Online
1089,26-06-2023,Eve,North,North-Eve,Furniture,3925.85,4082.11,35,9029.21,0.22,New,Cash,Online
1050,28-05-2023,Alice,North,North-Alice,Furniture,3763.26,4102.72,6,8086.27,0.11,New,Credit Card,Retail
1023,28-04-2023,Charlie,North,North-Charlie,Electronics,2311.25,2482.34,5,9850.1,0.22,Returning,Credit Card,Retail
1031,08-12-2023,David,North,North-David,Food,4236.05,4382.32,22,7567.06,0.2,New,Bank Transfer,Online
1094,04-03-2023,Bob,North,North-Bob,Food,615.47,715.84,49,3992.63,0.21,Returning,Credit Card,Retail
1042,08-07-2023,Alice,East,East-Alice,Electronics,1314,1567.78,23,5947.31,0.15,Returning,Credit Card,Retail
1099,26-12-2023,Eve,West,West-Eve,Electronics,4148.48,4293.69,25,6644.04,0.11,New,Bank Transfer,Online
1007,18-02-2023,Alice,South,South-Alice,Clothing,1921.07,2289.27,34,876.71,0.07,Returning,Bank Transfer,Retail
1016,23-11-2023,Eve,East,East-Eve,Clothing,4906.85,4954.39,26,5490.52,0.25,New,Bank Transfer,Online
1090,14-09-2023,Charlie,West,West-Charlie,Clothing,2357.95,2693.33,47,7122.28,0.18,New,Bank Transfer,Online
1060,12-08-2023,David,North,North-David,Furniture,3970.08,4096.48,5,1756.48,0.13,Returning,Cash,Retail
1002,21-05-2023,Charlie,West,West-Charlie,Clothing,2041.42,2291.17,26,7828.25,0.28,Returning,Cash,Online
1001,03-08-2023,Bob,West,West-Bob,Food,2153.52,2303.7,20,5879.35,0.01,Returning,Cash,Retail
1048,30-07-2023,Alice,North,North-Alice,Furniture,1945.27,2309.43,6,9527,0.26,New,Credit Card,Online
1012,14-11-2023,Eve,North,North-Eve,Clothing,3609.42,4082.62,6,519.98,0.3,Returning,Bank Transfer,Retail
1069,01-02-2023,Eve,North,North-Eve,Furniture,2760.21,3219.58,18,2726.73,0.27,New,Bank Transfer,Retail
1037,07-06-2023,Alice,South,South-Alice,Food,4721.7,5017.58,4,6055.38,0.24,New,Cash,Retail
1032,12-10-2023,Alice,North,North-Alice,Clothing,1291.91,1528.59,17,3035.94,0.11,Returning,Credit Card,Retail
1009,01-11-2023,Bob,South,South-Bob,Food,547.79,958.76,14,7172.8,0.07,Returning,Credit Card,Retail
1099,13-10-2023,Charlie,North,North-Charlie,Food,1996.64,2341.47,14,7614.15,0.22,Returning,Credit Card,Online
1019,24-05-2023,Eve,South,South-Eve,Food,3102.73,3202.68,13,1114.91,0.09,New,Cash,Online
1048,19-01-2023,Bob,West,West-Bob,Clothing,4310.95,4723.2,7,5187.16,0.05,Returning,Credit Card,Retail
1080,18-01-2023,Charlie,East,East-Charlie,Electronics,1763.67,1983.82,44,5138.02,0.24,New,Credit Card,Online
1003,14-09-2023,Bob,West,West-Bob,Clothing,3286.24,3388.84,15,3755.88,0.09,Returning,Credit Card,Retail
1020,19-03-2023,Eve,West,West-Eve,Food,1783.48,1931.56,19,9335.96,0.27,Returning,Bank Transfer,Retail
1024,24-06-2023,Alice,North,North-Alice,Clothing,3105.24,3246.33,43,8292.31,0.25,New,Cash,Online
1054,13-07-2023,Alice,South,South-Alice,Food,4429.8,4694.21,47,7002.37,0.25,New,Bank Transfer,Online
1033,23-04-2023,Charlie,East,East-Charlie,Electronics,1195.22,1320.06,44,7171.83,0.23,Returning,Bank Transfer,Retail
1024,24-04-2023,David,North,North-David,Furniture,2051,2121.55,35,4670.99,0.26,Returning,Cash,Retail
1075,10-08-2023,Charlie,North,North-Charlie,Electronics,4966.66,5037.27,17,9217.85,0.24,Returning,Bank Transfer,Retail
1072,15-06-2023,David,North,North-David,Electronics,4349.36,4645.17,35,6976.49,0.18,Returning,Credit Card,Retail
1036,15-11-2023,Bob,West,West-Bob,Furniture,2844.97,3215,19,7316.91,0.09,Returning,Credit Card,Retail
1038,12-05-2023,Bob,South,South-Bob,Clothing,2607.31,2774.86,20,8630.74,0.27,New,Credit Card,Retail
1084,21-09-2023,Eve,South,South-Eve,Furniture,1458.77,1485.75,36,2813.31,0.25,New,Credit Card,Online
1099,24-02-2023,David,East,East-David,Clothing,2610.19,2682.53,35,8090,0.14,New,Cash,Retail
1089,25-12-2023,Eve,South,South-Eve,Clothing,4248.5,4706.7,32,2032.88,0.01,New,Bank Transfer,Retail
1099,11-05-2023,Alice,South,South-Alice,Food,3441.61,3693.45,48,3518.89,0.19,Returning,Bank Transfer,Online
1025,15-10-2023,David,North,North-David,Food,1485.72,1717.97,44,3422.54,0.02,New,Credit Card,Retail
1093,23-09-2023,Charlie,North,North-Charlie,Furniture,1047.25,1075.89,40,9787.4,0.28,New,Credit Card,Retail
1018,01-01-2024,Alice,West,West-Alice,Electronics,1362.78,1729.81,24,8579.72,0.29,New,Bank Transfer,Online
1082,11-06-2023,Alice,North,North-Alice,Furniture,890.31,1159.06,17,7041.58,0.06,Returning,Cash,Retail
1066,28-03-2023,Charlie,North,North-Charlie,Clothing,523.42,632.44,7,7297.86,0.2,New,Bank Transfer,Online
1054,24-02-2023,Alice,North,North-Alice,Food,2124.72,2188.66,43,5664.52,0.03,Returning,Credit Card,Retail
1035,15-10-2023,David,North,North-David,Furniture,610.83,808.69,1,9476.2,0.22,New,Credit Card,Online
1080,27-06-2023,Eve,West,West-Eve,Furniture,900.97,1321.18,35,5012.96,0.1,Returning,Cash,Online
1061,15-12-2023,Alice,North,North-Alice,Food,2759.26,3193.25,32,3867.13,0.2,New,Bank Transfer,Online
1041,08-01-2023,David,East,East-David,Food,864.77,1170.16,36,1714.05,0.11,Returning,Cash,Retail
1100,17-11-2023,Bob,East,East-Bob,Food,366.2,732.69,13,7883.44,0.04,New,Cash,Retail
1033,09-11-2023,David,East,East-David,Clothing,1621.07,1687.5,6,7370.99,0.12,Returning,Credit Card,Online
1068,04-09-2023,Eve,East,East-Eve,Food,1140.58,1438.76,14,3905.11,0.03,Returning,Bank Transfer,Online
1033,19-11-2023,David,North,North-David,Electronics,2600.76,2937.57,37,349.41,0.17,New,Credit Card,Retail
1014,12-09-2023,Charlie,East,East-Charlie,Furniture,556.72,665.07,48,8406.07,0.01,Returning,Bank Transfer,Retail
1021,24-11-2023,Eve,North,North-Eve,Food,3771.27,4212.55,15,213.04,0.16,Returning,Credit Card,Retail
1048,23-02-2023,Bob,West,West-Bob,Food,4535.86,4641.41,47,7066.63,0.27,New,Credit Card,Retail
1020,06-09-2023,Charlie,East,East-Charlie,Clothing,3730,3893.6,4,9705.55,0.25,New,Bank Transfer,Retail
1008,27-08-2023,David,South,South-David,Clothing,2687.49,3001.56,40,4432.85,0.26,Returning,Bank Transfer,Online
1007,17-08-2023,Eve,East,East-Eve,Furniture,4310.31,4633.1,16,2426.24,0.28,New,Credit Card,Retail
1067,08-03-2023,Bob,East,East-Bob,Electronics,3489.85,3842.55,28,7078.22,0.03,New,Bank Transfer,Online
1017,20-02-2023,Charlie,North,North-Charlie,Furniture,102.23,167.12,16,8189.57,0.04,New,Credit Card,Retail
1033,07-04-2023,Bob,East,East-Bob,Food,2000.75,2426.99,4,5509.66,0.17,Returning,Bank Transfer,Online
1048,02-04-2023,David,South,South-David,Electronics,4262.21,4533.31,45,9673.65,0.27,Returning,Credit Card,Online
1076,21-09-2023,Bob,North,North-Bob,Electronics,1762,2002.95,26,611.52,0.29,Returning,Credit Card,Retail
1059,18-10-2023,Alice,North,North-Alice,Electronics,224.32,715.06,28,5097.48,0.01,Returning,Credit Card,Online
1086,06-04-2023,Charlie,West,West-Charlie,Electronics,3743.59,4116.38,32,7212.69,0.11,Returning,Cash,Online
1022,29-03-2023,Bob,West,West-Bob,Furniture,4020.09,4087.91,45,8640.14,0.06,Returning,Bank Transfer,Online
1030,19-03-2023,David,East,East-David,Clothing,844.94,1225.64,2,1874.63,0.23,Returning,Credit Card,Online
1038,15-10-2023,David,West,West-David,Clothing,2709.84,2766.51,31,8020.03,0.19,New,Cash,Retail
1051,30-04-2023,Bob,West,West-Bob,Food,1000.18,1023.64,3,5571.8,0.04,Returning,Credit Card,Online
1054,29-10-2023,David,West,West-David,Clothing,3610.21,3817.99,8,4025.88,0.15,Returning,Cash,Retail
1008,14-06-2023,Eve,North,North-Eve,Clothing,1394.17,1891.02,24,1403.98,0.21,New,Credit Card,Online
1027,01-07-2023,Eve,North,North-Eve,Clothing,1615.26,1710.95,15,8666.43,0.23,New,Credit Card,Retail
1027,11-08-2023,Eve,North,North-Eve,Clothing,4232.61,4572.21,43,1657,0.01,New,Cash,Retail
1098,07-11-2023,Alice,West,West-Alice,Food,2407.8,2502.76,31,3166.9,0.27,Returning,Cash,Retail
1021,07-01-2023,Bob,North,North-Bob,Furniture,3365.28,3730.43,9,2971.45,0.17,New,Bank Transfer,Online
1030,26-11-2023,Alice,West,West-Alice,Electronics,2041.75,2299.37,39,8727,0.24,Returning,Bank Transfer,Retail
1097,20-09-2023,David,North,North-David,Clothing,1525.13,1868.32,45,6759.76,0.24,Returning,Cash,Retail
1028,10-06-2023,Alice,North,North-Alice,Furniture,3146.12,3255.53,2,7987.15,0.06,Returning,Bank Transfer,Online
1064,31-05-2023,David,South,South-David,Clothing,816.54,1191.9,8,2579.63,0.03,New,Cash,Retail
1097,26-03-2023,David,East,East-David,Clothing,1896.35,2394.2,7,6286.25,0.22,New,Bank Transfer,Online
1069,27-05-2023,Charlie,West,West-Charlie,Electronics,1084.73,1420.9,44,5760.29,0.05,Returning,Credit Card,Online
1061,22-04-2023,Eve,South,South-Eve,Electronics,3494.19,3746,39,8345.02,0.25,Returning,Bank Transfer,Retail
1048,05-02-2023,David,North,North-David,Electronics,4723.83,5186.19,42,9070.26,0.22,Returning,Credit Card,Online
1019,12-10-2023,Charlie,West,West-Charlie,Clothing,4977.78,4995.55,16,220.35,0.25,New,Credit Card,Online
1004,07-07-2023,Eve,North,North-Eve,Clothing,2278.87,2646.53,35,6772.8,0.09,Returning,Bank Transfer,Online
1035,23-03-2023,David,East,East-David,Clothing,1300.03,1745.52,30,613.17,0.09,New,Cash,Retail
1064,02-01-2023,David,South,South-David,Electronics,2242.01,2282.23,10,5533.7,0.2,Returning,Credit Card,Online
1049,30-10-2023,Alice,East,East-Alice,Food,4243.98,4474.51,38,2947.56,0.01,New,Credit Card,Online
1017,16-07-2023,Alice,South,South-Alice,Furniture,1069.73,1180.04,18,3137.09,0.22,Returning,Bank Transfer,Online
1044,11-01-2023,Eve,North,North-Eve,Food,4762.87,5050.46,5,3594.29,0.25,New,Cash,Retail
1092,22-08-2023,David,East,East-David,Clothing,1742.24,2070.52,29,6250.8,0.12,New,Cash,Online
1030,14-07-2023,Bob,East,East-Bob,Clothing,4929.73,5088.02,39,3407.09,0.23,New,Bank Transfer,Retail
1093,29-04-2023,Alice,North,North-Alice,Food,4201.11,4436.5,34,7353.72,0.05,New,Cash,Online
1046,20-01-2023,Eve,East,East-Eve,Clothing,4052.42,4199.3,43,4104.82,0.1,New,Bank Transfer,Retail
1006,18-09-2023,David,West,West-David,Furniture,1623.63,1814.63,45,776.7,0.29,New,Bank Transfer,Retail
1099,20-10-2023,David,South,South-David,Clothing,93.45,181.62,23,7859.22,0.3,Returning,Bank Transfer,Retail
1037,13-09-2023,Bob,South,South-Bob,Furniture,1941.56,2385.48,5,2929.01,0.15,Returning,Credit Card,Online
1024,10-08-2023,Eve,South,South-Eve,Food,1543.96,1558.87,30,4384.39,0.28,Returning,Credit Card,Online
1093,14-08-2023,David,West,West-David,Food,235.12,677.5,6,6885.89,0.16,Returning,Credit Card,Online
1046,22-02-2023,Alice,South,South-Alice,Clothing,2551.56,2841.68,46,3391.32,0.09,New,Bank Transfer,Retail
1053,21-12-2023,Bob,North,North-Bob,Furniture,2045,2217.51,44,660.2,0.08,Returning,Credit Card,Online
1095,08-12-2023,Eve,East,East-Eve,Clothing,3191.05,3555.35,4,3801.82,0.28,New,Credit Card,Online
1099,30-12-2023,Bob,West,West-Bob,Electronics,3124.87,3383.67,29,9450.04,0.05,New,Credit Card,Retail
1060,07-10-2023,Alice,South,South-Alice,Electronics,647.7,902.26,23,6453.17,0.17,New,Bank Transfer,Online
1097,22-03-2023,Eve,North,North-Eve,Electronics,4885.98,4949.95,6,6747.64,0.17,Returning,Bank Transfer,Online
1063,21-07-2023,Bob,East,East-Bob,Electronics,975.31,1176.17,32,6359.59,0.22,New,Bank Transfer,Retail
1085,07-06-2023,Charlie,East,East-Charlie,Clothing,2254.11,2382.23,42,2070.02,0.15,Returning,Credit Card,Retail
1032,30-04-2023,Alice,West,West-Alice,Electronics,2466.18,2483.87,18,4241.51,0.08,Returning,Cash,Online
1087,28-02-2023,Alice,West,West-Alice,Furniture,4074.66,4261.11,15,7534.3,0.05,Returning,Credit Card,Retail
1033,03-08-2023,Alice,West,West-Alice,Food,541.19,595.2,40,1103.59,0.19,Returning,Credit Card,Online
1067,08-05-2023,Charlie,North,North-Charlie,Food,2171.79,2307.64,32,2850.74,0.22,Returning,Bank Transfer,Online
1018,12-08-2023,Charlie,North,North-Charlie,Electronics,3161.09,3216.42,9,2835.56,0.17,New,Bank Transfer,Online
1025,28-07-2023,David,West,West-David,Electronics,1115.02,1174.48,37,4376.99,0.22,New,Credit Card,Online
1095,25-04-2023,Bob,South,South-Bob,Electronics,3155.97,3263.49,10,9805.65,0.04,Returning,Credit Card,Online
1054,28-07-2023,David,East,East-David,Clothing,4622.14,5122.07,20,768.28,0.26,New,Cash,Retail
1058,14-01-2023,Bob,East,East-Bob,Food,4987.71,4998.78,6,5235.14,0.17,Returning,Cash,Retail
1067,09-01-2023,Charlie,North,North-Charlie,Electronics,210.63,533.58,48,1875.71,0.04,New,Bank Transfer,Online
1046,09-02-2023,Charlie,East,East-Charlie,Furniture,1216.16,1295.37,3,9709.7,0.14,New,Cash,Retail
1024,25-08-2023,David,South,South-David,Electronics,1586.02,2047.13,42,1221.7,0.25,New,Cash,Retail
1032,08-10-2023,Eve,East,East-Eve,Food,2025.67,2081.55,11,4095.65,0.27,New,Bank Transfer,Online
1047,25-12-2023,David,North,North-David,Electronics,1249.17,1727.15,43,7405.06,0.08,New,Cash,Retail
1086,20-07-2023,Bob,North,North-Bob,Food,1057.27,1366.62,17,7075.09,0.21,New,Credit Card,Retail
1023,03-09-2023,David,South,South-David,Electronics,4775.04,4785.66,32,4285.01,0.03,New,Cash,Online
1066,05-10-2023,Alice,South,South-Alice,Furniture,4596.68,5044.74,4,3530.59,0.01,New,Bank Transfer,Online
1027,23-08-2023,Bob,East,East-Bob,Electronics,282.61,548.25,4,4036.36,0.17,New,Credit Card,Online
1002,04-01-2023,Bob,East,East-Bob,Furniture,1727.12,1865.83,17,2716.34,0.21,New,Cash,Online
1090,03-06-2023,Eve,North,North-Eve,Furniture,2055.49,2441.46,41,2132.8,0.24,New,Credit Card,Online
1017,29-01-2023,Charlie,South,South-Charlie,Electronics,1233.12,1697.19,19,4882.09,0.1,New,Credit Card,Online
1033,19-04-2023,Bob,South,South-Bob,Furniture,3162.92,3409.93,5,2758.48,0,New,Cash,Online
1009,08-04-2023,Charlie,South,South-Charlie,Clothing,3219.88,3384.5,32,2945.87,0.14,Returning,Cash,Retail
1043,03-08-2023,David,East,East-David,Electronics,4260,4656.58,22,6601.89,0,New,Bank Transfer,Online
1048,20-10-2023,Alice,South,South-Alice,Electronics,3717.3,4061.37,6,9688.52,0.03,New,Bank Transfer,Retail
1039,16-03-2023,Eve,North,North-Eve,Furniture,2735.74,3181.23,35,6076.01,0.1,New,Credit Card,Retail
1093,22-11-2023,Charlie,North,North-Charlie,Furniture,3285.25,3634.58,22,862.1,0.13,New,Bank Transfer,Online
1042,26-05-2023,Bob,East,East-Bob,Electronics,1406.24,1535.57,1,848.28,0.08,New,Credit Card,Retail
1026,08-05-2023,Charlie,West,West-Charlie,Clothing,2985.63,3452.14,20,9519.09,0.17,New,Credit Card,Retail
1099,07-12-2023,Bob,East,East-Bob,Furniture,2471.67,2533.04,22,3043.18,0.02,Returning,Bank Transfer,Retail
1050,11-02-2023,Charlie,West,West-Charlie,Furniture,710.06,851.35,48,1011.46,0.04,Returning,Bank Transfer,Online
1025,22-12-2023,Bob,South,South-Bob,Food,1250.59,1515.49,11,6030.54,0.21,Returning,Bank Transfer,Retail
1024,10-02-2023,David,East,East-David,Clothing,1493.88,1781.09,13,6274.12,0.04,New,Cash,Retail
1013,03-02-2023,Bob,North,North-Bob,Clothing,4625.33,4642.83,42,6520.2,0.19,New,Credit Card,Online
1060,17-01-2023,Bob,South,South-Bob,Electronics,1190.41,1582.89,3,2747.28,0.02,New,Credit Card,Retail
1007,14-06-2023,Alice,North,North-Alice,Clothing,1481.76,1668.95,9,249.6,0.12,Returning,Credit Card,Retail
1057,02-06-2023,Bob,South,South-Bob,Electronics,1878.3,2087.45,12,9653.65,0.05,New,Bank Transfer,Retail
1036,17-03-2023,Alice,East,East-Alice,Food,3335.53,3742.12,23,2583.84,0.03,New,Bank Transfer,Retail
1045,28-03-2023,Eve,West,West-Eve,Clothing,635.28,831.13,14,6792.66,0.17,Returning,Bank Transfer,Retail
1020,27-04-2023,Alice,South,South-Alice,Furniture,4772.03,4805.17,33,7095.64,0.28,Returning,Bank Transfer,Online
1065,28-12-2023,David,West,West-David,Food,4334.58,4431.04,18,6139.07,0.02,New,Bank Transfer,Retail
1008,08-12-2023,Alice,South,South-Alice,Electronics,2907.22,3385.61,49,3197.78,0.13,New,Cash,Online
1016,27-01-2023,Eve,North,North-Eve,Food,3386.49,3430.99,41,2783.85,0.21,New,Bank Transfer,Retail
1014,09-11-2023,David,North,North-David,Electronics,132.47,316.39,9,6016.92,0.14,New,Credit Card,Online
1076,14-10-2023,Charlie,South,South-Charlie,Food,1727.78,1984.34,23,8674.35,0.24,Returning,Bank Transfer,Online
1087,14-05-2023,Charlie,West,West-Charlie,Electronics,3988.52,4240.23,10,9472.66,0.05,New,Credit Card,Online
1015,07-08-2023,Alice,East,East-Alice,Clothing,433.54,445.48,19,1148.47,0.29,New,Bank Transfer,Retail
1092,17-06-2023,Alice,East,East-Alice,Furniture,1447.45,1703.02,47,1632.8,0.12,Returning,Bank Transfer,Retail
1098,08-04-2023,Eve,North,North-Eve,Electronics,2947.22,3145.27,5,9452.89,0.1,New,Credit Card,Retail
1066,25-09-2023,Eve,East,East-Eve,Food,1319.24,1805.56,47,7391.7,0.26,New,Credit Card,Retail
1032,25-08-2023,Bob,North,North-Bob,Electronics,4673.19,4761.18,23,8841.64,0.17,Returning,Credit Card,Retail
1087,05-11-2023,Eve,East,East-Eve,Electronics,698.74,882.28,30,2106.06,0.15,Returning,Credit Card,Online
1063,22-06-2023,Bob,South,South-Bob,Electronics,3997.1,4212.65,25,5917.1,0.22,New,Cash,Online
1086,09-07-2023,David,North,North-David,Food,2564.35,2765.79,28,7041.28,0.17,Returning,Credit Card,Online
1051,02-05-2023,Alice,North,North-Alice,Furniture,3764.14,4100.4,34,6833.11,0.05,Returning,Bank Transfer,Retail
1025,15-02-2023,David,South,South-David,Clothing,1588.04,1703.64,45,4140.7,0.2,New,Bank Transfer,Retail
1058,05-03-2023,Eve,North,North-Eve,Furniture,2596.72,2715.05,48,252.41,0.04,Returning,Cash,Online
1063,10-05-2023,David,East,East-David,Electronics,4291.33,4658.64,47,5870.97,0.24,New,Credit Card,Retail
1062,06-11-2023,David,East,East-David,Food,2361.05,2616.19,25,2605.71,0.3,New,Bank Transfer,Retail
1022,29-12-2023,David,North,North-David,Furniture,1830.61,2044.04,10,4557.52,0.11,New,Cash,Online
1058,12-07-2023,Eve,East,East-Eve,Electronics,2703.97,2796.88,14,9580.05,0.13,New,Bank Transfer,Online
1058,03-11-2023,David,West,West-David,Clothing,3600.95,3702.84,42,4050.45,0.01,Returning,Cash,Retail
1086,30-06-2023,Bob,North,North-Bob,Clothing,2245.64,2260.81,46,8414.04,0,New,Cash,Retail
1049,19-10-2023,Eve,South,South-Eve,Clothing,4697.44,4752.24,30,1966.55,0.28,New,Credit Card,Online
1052,09-10-2023,David,West,West-David,Electronics,1509.98,1792.83,41,6757.36,0.04,New,Cash,Retail
1042,29-01-2023,Eve,North,North-Eve,Food,2403.54,2850.56,25,9772.37,0.13,New,Bank Transfer,Online
1070,29-05-2023,Charlie,South,South-Charlie,Furniture,3796.79,3947.5,14,1108.74,0.24,Returning,Bank Transfer,Online
1015,24-09-2023,Bob,East,East-Bob,Clothing,3461.15,3631.75,35,182.37,0.27,Returning,Credit Card,Online
1054,23-10-2023,David,South,South-David,Electronics,4325.02,4391.67,48,4392.47,0.16,Returning,Credit Card,Retail
1060,11-01-2023,Charlie,West,West-Charlie,Electronics,4984.21,5184.64,34,1016.99,0.17,New,Cash,Online
1097,13-06-2023,Charlie,East,East-Charlie,Furniture,2162.95,2191.19,10,7509.01,0.2,Returning,Credit Card,Online
1008,23-04-2023,Eve,North,North-Eve,Clothing,600.2,1059.82,35,9154.03,0.29,Returning,Bank Transfer,Retail
1053,06-07-2023,Charlie,East,East-Charlie,Electronics,200.56,540.38,11,4396.81,0.18,New,Bank Transfer,Online
1060,22-10-2023,Bob,North,North-Bob,Furniture,3648.04,4143.51,11,2661.25,0.17,Returning,Credit Card,Retail
1005,20-08-2023,Bob,North,North-Bob,Food,4376.37,4818.95,21,4400.59,0,New,Credit Card,Retail
1068,15-08-2023,Alice,South,South-Alice,Food,1142.53,1384.3,21,7262.13,0.02,Returning,Credit Card,Retail
1006,06-11-2023,Bob,South,South-Bob,Food,834.32,1098.97,22,189.64,0.17,Returning,Cash,Online
1096,08-04-2023,Charlie,South,South-Charlie,Clothing,357.92,461.3,45,5935.59,0.28,Returning,Cash,Online
1094,24-02-2023,Bob,West,West-Bob,Furniture,4122.38,4358.78,7,6171.59,0.26,Returning,Bank Transfer,Retail
1047,21-04-2023,Eve,West,West-Eve,Furniture,1591.34,2043.82,17,6413.11,0.29,New,Cash,Retail
1099,01-06-2023,Alice,South,South-Alice,Electronics,2038.4,2073.32,2,2496.02,0.16,New,Cash,Retail
1055,03-09-2023,Charlie,West,West-Charlie,Electronics,2538.61,2971.75,12,7169.12,0.24,Returning,Cash,Online
1040,10-03-2023,Alice,East,East-Alice,Electronics,4205.29,4382.35,42,1004.78,0.25,New,Cash,Retail
